page,id,title,main_reference_number,has_not_been_viewed_much,date_start,date_end,date_display,artist_display,place_of_origin,exhibition_history,colorfulness,department_title,artist_title,style_title,classification_title
9,6565,American Gothic,1930.934,False,1930.0,1930.0,1930,"Grant Wood
American, 1891–1942",United States,"Art Institute of Chicago, The Forty–third Annual Exhibition of American Paintings and Sculpture, Oct 30–Dec 14, 1930, cat. 207, ill.

Cedar Rapids, IA, Feb 1931.

Buffalo Fine Arts Academy, Albright Art Gallery, Twenty–Fifth Annual Exhibition of Selected Paintings by American Artists, Apr 26–Jun 22, 1931, cat. 139, ill. p. 26.

San Diego Fine Art Gallery, Show of Contemporary Eastern Painting [probably], c. Jun 1932, no cat.; Santa Barbara, CA, Faulkner Memorial Art Gallery, c. Aug 1932. 

New York, Whitney Museum of American Art, Paintings and Prints by Chicago Artists, Feb 28–Mar 30, 1933, cat. 37, ill. frontispiece.

Art Institute of Chicago, A Century of Progress Exhibition of Paintings and Sculpture, Jun 1–Nov 1, 1933, cat. 666, pl. 92.

Washington, DC, Phillips Collection, Nov 1933–Feb 1934.

Philadelphia, Pennsylvania Museum of Art, Mar 31–Apr 10, 1934. 

Art Institute of Chicago, A Century of Progress Exhibition of Paintings and Sculpture, Jun 1–Nov 1, 1934, cat. 716.

Chicago, Lakeside Press Galleries, Loan Exhibition of Drawings and Paintings by Grant Wood, Feb–Mar 1935, cat. 33, ill. p. 23.

New York, Ferargil Galleries, An Exhibition of Paintings and Drawings by Grant Wood, Mar–Apr 1935, cat. 15.

Kansas City, MO, William R. Nelson Gallery, Oct 2–Nov 8, 1935. 

Dallas Museum of Fine Arts, The Centennial Exposition, Jun 6–Nov 29, 1936, cat. 15, ill. p. 64.

Chicago Woman's Club, Jan 20, 1937.

Bloomington, IL, Central Illinois Art Exposition, Mar 19–Apr 8, 1939, cat. 106, ill. p. 29.

Iowa City, Fine Arts Festival, Iowa Union Lounge, University of Iowa, Exhibition of Paintings by Grant Wood and Marvin D. Cone, Jul 16–23, 1939, cat. 23.

Art Institute of Chicago, Half a Century of American Art, Nov 16, 1939–Jan 7, 1940, cat. 178, pl. 46.

Bloomfield Hills, MI, Cranbrook Academy of Art, May 17–Jun 6, 1940.

Northampton, MA, Smith College Museum of Art, American Art: Aspects of American Painting, 1900–1940, Jun 12–22, 1940, cat. 33.

Worcester Art Museum, A Decade of American Painting 1930–1940, Feb 18–Mar 22, 1942, ill. p. 23.

Cedar Rapids Art Association, Grant Wood Memorial Exhibition, Sep 1–Oct 1, 1942, no cat. See Cedar Rapids Gazette, 9/6/1942.

Art Institute of Chicago, Memorial Exhibition of Paintings and Drawings by Grant Wood, included in the Fifty–third Annual Exhibition of American Paintings and Sculpture, Oct 29–Dec 12, 1942, cat. 2, color ill. frontispiece.

New York, Museum of Modern Art, 20th Century Portraits, Dec 8, 1942–Jan 24, 1943, p. 145, ill. p. 99.

Baltimore, MD, Feb 12–Mar 7, 1943.

Worcester Art Museum, Mar 17–Apr 19, 1943.

Boston, The Institute of Modern Art, Ten Americans, Oct 20–Nov 21, 1943, cat. 29, ill.

Saginaw, MI, Saginaw Museum of Art, An Exhibition of American Painting from Colonial Times until Today, Jan 10–Feb 15, 1948, cat. 71, pl. 13.

Dallas Museum of Fine Arts, Famous American Paintings, Oct 9–31, 1948, n.pag., ill.

Boston, Institute of Contemporary Art, Milestones of American Painting in Our Century, c. Jan 2–c. Mar 3, 1949, cat. 21.

Montreal, Canada, Mar 18–Apr 20, 1949. 

Canadian National Exhibition Art Exhibit, Aug 26–Sep 10, 1949.

Beloit, WI, Beloit College, Oct 11–Nov 11, 1949.

Dayton, OH, Dayton Art Institute, The Artist and His Family, Mar 3–Apr 1950, cat. 40.

Cedar Rapids, IA, Coe College, Centennial Exhibition, May 15–Jun 9, 1952, cat. 24.

New York, Wildenstein, Landmarks in American Art, 1670–1950, Feb 26–Mar 28, 1953, cat. 50, ill.

Syracuse Museum of Fine Arts, 125 Years of American Art, Sep 15–Oct 11, 1953, cat. 59, ill. p. 18.

Dubuque, IA, Dubuque Art Association, Thirty Years of Grant Wood, Feb 15–Feb 23, 1955, cat. 9.

Des Moines, IA, Des Moines Art Center, Communicating Art from Midwest Collections: American and European Paintings and Sculpture, 1835–1955, Oct 13–Nov 6, 1955, cat. 20, ill.

Davenport, IA, Davenport Municipal Art Gallery, Grant Wood and the American Scene, Feb 3–24, 1957, cat. 5, ill. p. 5.

Lake Forest, IL, Durand Art Institute, Lake Forest College, A Century Of American Painting: Masterpieces Loaned by The Art Institute of Chicago, Jun 10–16, 1957, cat. 24. 

Brooklyn Museum of Art, Face of America: The History of Portraiture in the United States, Nov 13, 1957–Jan 26, 1958, cat. 92, fig. 41.

Washington, DC, Corcoran Gallery of Art, The American Muse: Parallel Trends in Literature and Art, Apr 4–May 17, 1959, cat. 130.

Art Institute of Chicago, Art in Illinois, In Honor of the Illinois Sesquicentennial, Jun 15–Sep 8, 1968, p. 10. 

Art Institute of Chicago, 100 Artists, 100 Years: Alumni of the SAIC, Centennial Exhibition, Nov 23, 1979–Jan 20, 1980, cat. 112, ill. p. 35.

New York, The Whitney Museum of American Art, Grant Wood: The Regionalist Vision, Jun 16–Sep 4, 1983, cat. 25, pl. 32; Minneapolis Institute of Arts, Sep 25, 1983–Jan 1, 1984; Art Institute of Chicago, Jan 21–Apr 15, 1984; San Francisco, M. H. DeYoung Memorial Museum, May 12–Aug 12, 1984.

Omaha, NE, Joslyn Art Museum, Grant Wood: An American Master Revealed, Dec 10, 1995–Feb 25, 1996, cat. 14, pl. 16; Davenport, IA, Davenport Museum of Art, Mar 23–Sep 8, 1996; Worcester, MA, Worcester Art Museum, Oct 6–Dec 31, 1996.

New York, The Whitney Museum of American Art, The American Century: Art and Culture, 1900–1950, Apr 23–Aug 22, 1999, cat. 435, color ill. p. 225.

Cedar Rapids, IA, Cedar Rapids Museum of Art, Grant Wood at 5 Turner Alley, Sep 10–Dec 4, 2005.

Renwick Gallery, Smithsonian Institution, Grant Wood's Studio: Birthplace of American Gothic, Mar 10–Jun 11, 2006.

Des Moines Art Center, After Many Springs: Art in the Midwest in the 1930s, Jan 30–Mar 30, 2009.

Art Institute of Chicago, America After the Fall: Painting in the 1930s, Jun 5–Sep 18, 2016; Paris, Musee de l'Orangerie, Oct 15, 2016–Jan 30, 2017; London, Royal Academy, Feb 25–Jun 4, 2017, cat. 47.

New York, Whitney Museum of American Art, Grant Wood: American Gothic and Other Fables, Mar 2-Jun 10, 2018, no cat no., pl. 33, checklist p. 259.",30.4292,Arts of the Americas,Grant Wood,Realism,oil paintings (visual works)
9,143669,Night Flight,1995.498,True,1941.0,1941.0,1941,"Rockwell Kent
American, 1882-1971",United States,,6.0358,Prints and Drawings,Rockwell Kent,,engraving
9,142601,Untitled,1995.284,True,1993.0,1993.0,1993,"Igor Kopystiansky
American, born Russia 1954",United States,"Art Institute of Chicago, “New Faces and Other Recent Acquisitions,” July 11, 1997–January 19, 1998. (David Travis and Sylvia Wolf) 

Art Institute of Chicago, ""A Mind at Play,"" June 14–September 7, 2008. (David Travis)",22.3363,Photography and Media,Igor Kopystiansky,,chromogenic color print
9,139912,Deer Season (Furnishing Fabric),1995.180,False,1950.0,1950.0,1950,"Designed by Rockwell Kent (American, 1882–1971)
Produced by Bloomcraft, Inc.
United States, New York, New York",New York City,,34.7274,Textiles,Rockwell Kent,Modernism,textile
9,93953,Harvest Time (Fragment),1977.183,False,1950.0,1950.0,1950,"Designed by Rockwell Kent (American, 1882–1971)
Produced by Bloomcraft, Inc.
United States, New York, New York",New York,,37.7207,Textiles,Rockwell Kent,Modernism,textile
9,93952,Deer Season (Fragment),1977.182,False,1950.0,1950.0,1950,"Designed by Rockwell Kent (American, 1882–1971)
Produced by Bloomcraft, Inc.
United States, New York, New York",New York City,,33.3077,Textiles,Rockwell Kent,Modernism,textile
9,76385,Susanna,1990.163.7,True,1929.0,1929.0,1929,"Rockwell Kent
American, 1882-1971",United States,,7.0689,Prints and Drawings,Rockwell Kent,,lithograph
9,76384,Self-Portrait,1990.163.6,True,1934.0,1934.0,1934,"Rockwell Kent
American, 1882-1971",United States,,11.503,Prints and Drawings,Rockwell Kent,,lithograph
9,62642,Greenland Courtship,1981.384,True,1934.0,1934.0,1934,"Rockwell Kent (American, 1882-1971)
printed by George Charles Miller (American, 1894-1965)
published by Associated American Artists (American, 20th century)",United States,,11.4997,Prints and Drawings,Rockwell Kent,,lithograph
9,61039,The End,1928.582,False,1902.0,1928.0,n.d.,"Rockwell Kent
American, 1882-1971",United States,,11.4058,Prints and Drawings,Rockwell Kent,,woodcut
9,61036,Forest Pool,1928.581,False,1927.0,1927.0,1927,"Rockwell Kent
American, 1882-1971",United States,,16.4102,Prints and Drawings,Rockwell Kent,,linocut
9,61026,The Imperishable,1928.580,True,1927.0,1927.0,1927,"Rockwell Kent
American, 1882-1971",United States,,,Prints and Drawings,Rockwell Kent,,linocut
9,61024,The Precipice,1928.579,True,1902.0,1928.0,n.d.,"Rockwell Kent
American, 1882-1971",United States,,11.4158,Prints and Drawings,Rockwell Kent,,woodcut
9,36067,Alaska,1927.997,False,1919.0,1927.0,1919/27,"Rockwell Kent
American, 1882–1971",United States,"Art Institute of Chicago, Fortieth Annual Exhibition of American Paintings and Sculpture, Oct 27–Dec 14, 1927, cat. 110.

Rockford Illinois Art Association, Jun 30–Aug 8, 1936.

Muskegon Museum of Art, Nov 1–Dec 8, 1936.

Syracuse Museum of Fine Arts, Rockwell Kent, Jan 6–Feb 3, 1937, cat. 9.

Wisconsin, Appleton, Lawrence College, Sep 22–Oct 5, 1937.

Champaign–Urbana, University of Illinois, Dec 3–29, 1939.

Brussels, United States Embassy, Whitlock Hall, <em>Art in Embassies Exhibition</em>, May 15, 2019–Dec 13, 2020, no cat. no.",25.7204,Arts of the Americas,Rockwell Kent,Modernism,painting
10,34040,Blue Bird,1927.302,True,1919.0,1919.0,1919,"Rockwell Kent
American, 1882-1971",United States,,10.8529,Prints and Drawings,Rockwell Kent,,woodcut
10,30383,Still the Breath Divine does Move/ And the Breath Divine is Love,1926.1032,False,1925.0,1925.0,1925,"Rockwell Kent
American, 1882-1971",United States,,10.6454,Prints and Drawings,Rockwell Kent,,woodcut
10,30380,Angel - Greetings from the House of Weyhe MCMXXVI,1926.1031,False,1926.0,1926.0,1926,"Rockwell Kent
American, 1882-1971",United States,,8.6254,Prints and Drawings,Rockwell Kent,,woodcut
10,13463,Portrait of Me (Improved),1924.758,False,1923.0,1923.0,1923,"Rockwell Kent 
American, 1882-1971",United States,,10.9767,Prints and Drawings,Rockwell Kent,,pen and ink drawings
10,12766,Running Water,1924.441,False,1918.0,1919.0,1918/19,"Rockwell Kent 
American, 1882-1971",United States,,10.4335,Prints and Drawings,Rockwell Kent,,pen and ink drawings
10,7755,"Mount Equinox, Winter",1923.51,False,1921.0,1921.0,1921,"Rockwell Kent
American, 1882–1971",United States,"Washington, DC, Corcoran Gallery of Art, Eighth Exhibition of Oil Paintings by Contemporary American Artists, Dec 18, 1921–Jan 22, 1922, cat. 238.

Detroit, Mich., Detroit Institute of Arts, Eighth Annual Exhibition, Apr 11–May 31, 1922, cat. 74, ill. 

Pittsburgh, Carnegie Institute, Rockwell Kent: Exhibition of Paintings, c. Jan 1924, cat. 27.

Art Institute of Chicago, A Century of Progress Exhibition of Paintings and Sculpture, Jun 1–Nov 1, 1933, cat. 578.

Art Institute of Chicago, A Century of Progress Exhibition of Paintings and Sculpture, Jun 1–Nov 1, 1934, cat. 608.

New York, Whitney Museum of American Art, Juliana Force and American Art, Sep 24–Oct 30, 1949, cat. 67.

Brunswick, Me., Bowdoin College Museum of Art, Rockwell Kent: The Early Years, Aug 15–Oct 5, 1969, cat. 38, ill. 38.

Santa Barbara, Ca., Santa Barbara Museum of Art, “An Enkindled Eye”: The Paintings of Rockwell Kent, a Retrospective Exhibition, Jun 28–Sep 1, 1985, pp. 67 (ill.), 10, cat. 40; Ohio, Columbus Museum of Art, Oct 12–Nov 13, 1985, Portland Art Museum, Jan 21–Mar 2, 1986, and Syracuse, New York, Everson Museum of Art, Apr 11–May 18, 1986.",71.4907,Arts of the Americas,Rockwell Kent,Modernism,painting
10,244395,Derrière le miroir (no. 14–15),2019.169.1-8,True,,,"Paris: Aimé Maeght, 1948","Joan Miró
Spanish, 1893-1983",Paris,,49.5843,Ryerson and Burnham Libraries Special Collections,Joan Miró,20th Century,Magazine
10,236523,Composition with Foot,2016.94,True,1928.0,1928.0,May 1928,"Joan Miró
Spanish, 1893-1983",Spain,,40.6296,Prints and Drawings,Joan Miró,,chalk
10,225728,"Portfolio Cover, from Constellations",1975.168.1,True,1959.0,1959.0,1959,"Joan Miró (Spanish, 1893-1983)
published by Pierre Matisse Gallery (American, 20th century)",Spain,,68.8659,Prints and Drawings,Joan Miró,,portfolio cover
10,221168,The Anti-Head: The Despairing One (L’Antitête: Le Désespéranto),2014.504,True,1949.0,1949.0,1949,"Joan Miró (Spanish, 1893-1983)
written by Tristan Tzara (French, born Romania, 1896-1963)
published by Atelier Franck Bordas (French, 20th century)",Spain,,,Prints and Drawings,Joan Miró,,book
10,200467,Speaking Alone (Parler Seul),2014.503,True,1948.0,1950.0,1948–50,"Joan Miró (Spanish, 1893-1983)
poetry by Tristan Tzara (French, born Romania, 1896-1963)
published by Maeght Éditeur (French, 20th century)
printed by Fequet et Baudier (French, 20th century)",Spain,,,Prints and Drawings,Joan Miró,,book
10,200465,Foolproof (A Toute Épreuve),2014.502,True,1958.0,1958.0,1958,"Joan Miró (Spanish, 1893-1983)
poetry by Paul Eluard (French, 1895-1952)
published by Gérald Cramer (Swiss, 1917-1991)
printed by Atelier Lacourière (French, 20th century) and Fequet et Baudier (French, 20th century)",Spain,,,Prints and Drawings,Joan Miró,,book
10,195522,Untitled,Obj: 195522,True,1929.0,1929.0,late July–early October 1929,"Joan Miró
Spanish, 1893-1983",Spain,,37.0195,Prints and Drawings,Joan Miró,,collage
10,194517,"Plate Six, from Black and Red Series",2008.422,False,1938.0,1938.0,1938,"Joan Miró (Spanish, 1893–1983)
printed by Roger Lacourière (French, 1892–1966)
published by Pierre Loeb (French, 1897–1964) and Pierre Matisse (American, born France, 1900–1989)",Spain,,34.4664,Prints and Drawings,Joan Miró,,prints and drawing
10,182789,Untitled,2004.690,False,1947.0,1948.0,1947–48,"Joan Miró
Spanish, 1893-1983",Spain,,41.1422,Prints and Drawings,Joan Miró,,etching
10,182788,Untitled,2004.691,False,1947.0,1948.0,1947–48,"Joan Miró
Spanish, 1893-1983",Spain,,28.661,Prints and Drawings,Joan Miró,,etching
10,182787,Untitled,2004.692,False,1947.0,1948.0,1947–48,"Joan Miró
Spanish, 1893-1983",Spain,,24.911,Prints and Drawings,Joan Miró,,etching
10,182786,The Oar and the Wheel,2004.693,False,1960.0,1960.0,1960,"Joan Miró
Spanish, 1893-1983",Spain,,41.822,Prints and Drawings,Joan Miró,,lithograph
10,180683,Portrait of Miró,2015.268,False,1938.0,1938.0,1938,"Joan Miró (Spanish, 1893-1983)
Louis Marcoussis (French, born Poland, 1878-1941)",Spain,"The Art Institute of Chicago, Graphic Modernism: Selections from the Francey and Dr. Martin L. Gecht Collection at the Art Institute of Chicago, Nov. 15, 2003 – Jan. 11, 2004, pp. 111–13, cat. 93 (ill.).",13.1599,Prints and Drawings,Joan Miró,,print
10,180680,Group of Personages,2015.267,True,1937.0,1937.0,1937,"Miró, Joan
Spanish, 1893-1983",Spain,"Los Angeles County Museum, ""Joan Miró,” 10 June-21 July 1959, no. 66.

Pasadena Art Museum, ""Mr. and Mrs. Max Zurier Collection,” 30 April-21 May 1963, no. 43.

The Art Institute of Chicago, Graphic Modernism: Selections from the Francey and Dr. Martin L. Gecht Collection at the Art Institute of Chicago, Nov. 15, 2003 – Jan. 11, 2004, pp. 110–11, cat. 92 (ill.).",28.1753,Prints and Drawings,Joan Miró,,drawings (visual works)
10,150818,Study,1998.736,False,1925.0,1935.0,1930,"Joan Miró
Spanish, 1893-1983",Spain,"Boston, Museum of Fine Arts, November 1964–April 1965.

Cambridge, Mass., Fogg Art Museum, Harvard University, December 9, 1967–March 29, 1968.

Waltham, Mass., Dreitzer Gallery, Brandeis University, ""50 Drawings by 50 Modern Masters,"" February 22–April 5,1970.

Wellesley College Art Museum, ""Two Women Collect,"" April 2–25, 1976.

The Art Institute of Chicago, ""Drawn to Form: Modern Drawings,"" June 11–September 7, 1999, checklist 35.

The Art Institute of Chicago, ""Drawings in Dialogue: Old Master Through Modern, The Harry B. and Bessie K. Braude Memorial Collection,"" June 3–July 30, 2006, p. 212, cat. 159 (ill.).",16.9181,Prints and Drawings,Joan Miró,,chalk
10,147658,"Personage, Animals, Mountains",1997.364,False,1935.0,1935.0,1935,"Joan Miró
Spanish, 1893-1983",Spain,"New York, Museum of Modern Art, ""The School of Paris: Paintings from the Florene May Schoenborn and Samuel A. Marx Collection,"" November 1, 1965-January 2, 1966, cat. 47; also traveled to The Art Institute of Chicago, February 11-March 27, 1966; The City Art Museum of Saint Louis, April 26-June 13, 1966; the Museo de Arte Moderna, Mexico City, July 2-August 7, 1966, and The San Francisco Museum of Art, September 2-October 2, 1966.",137.8604,Prints and Drawings,Joan Miró,,tempera
10,145866,Night Birds,1996.632,False,1938.0,1938.0,1938,"Joan Miró
Spanish, 1893-1983",Spain,"The Arts Club of Chicago, ""Joan Miró,"" February 22-March 25, 1961, cat. 25.

Chicago, The Museum of Contemporary Art, ""Selections from the Joseph Randall Shapiro Collection,"" December 20, 1969-June 18, 1970, cat. 116.

Chicago, The David and Alfred Smart Museum, ""Joan Miró: The Development of a Sign Language,"" May 15-June 18, 1980, cat. 58; traveled to the University of Washington Gallery of Art in St Louis, March 19-April 27, 1980.

The Art Institute of Chicago, ""The Mr. and Mrs. Joseph Randall Shapiro Collection,"" February 23-April 14, 1985, pp. 91 and 111, cat. 120, fig. 90.

The Art Institute of Chicago, ""Twentieth Century Collections Reinstalled,"" June 7, 1991-February 28, 1992.",72.3207,Prints and Drawings,Joan Miró,,gouache
10,137920,Configuration,1948.95b,True,1947.0,1947.0,1947,"Joan Miró (Spanish, 1893-1983)
Michel Leiris (French, 1901-1990)",Spain,,37.4847,Prints and Drawings,Joan Miró,,etching
10,129854,Two Personages in Love with a Woman,1994.35,False,1936.0,1936.0,"April 29–May 9, 1936","Joan Miró
Spanish, 1893–1983",Spain,"New York, Museum of Modern Art, Joan Miró: Painting and Anti-Painting 1927–1937, November 1, 2008–January 12, 2009 (plate 99).",71.1463,Modern Art,Joan Miró,,painting
10,129837,"Untitled, plate one from Album 13",1994.165,False,1948.0,1948.0,1948,"Joan Miró
Spanish, 1893-1983",Spain,,28.5521,Prints and Drawings,Joan Miró,,lithograph
10,129836,Untitled,1994.164,False,1934.0,1934.0,1934,"Joan Miró
Spanish, 1893-1983",Spain,,22.3014,Prints and Drawings,Joan Miró,,ink or chalk wash
10,120542,Painting (The Circus Horse),1988.141.12,False,1927.0,1927.0,1927,"Joan Miró
Spanish, 1893–1983",Spain,"Brussels, Palais des Beaux-Arts, Joan Miró, January–February 1956; traveled to Amsterdam, Stedelijk Museum, February–March 1956, n.p., cat. no. 30 (ill.), as Le cheval and Het paard. 

London, Tate Gallery, Arts Council of Great Britain, Joan Miró, August 27–October 11, 1964; traveled to Zurich, Kunsthaus, October 31–December 6, 1964, p. 27, no. 68.

 Madrid, Galeria Kreisler Dos, January–February 1979, as Caballo de circo. Houston, Museum of Fine Arts, Miró in America, April 21–June 27, 1982. 

Columbus, Ohio State University, Wexner Center for the Arts, Staging Surrealism, September 19, 1997–January 4, 1998, p. 82.",41.2055,Modern Art,Joan Miró,,painting
10,119155,Woman,2018.345,False,1934.0,1934.0,October 1934,"Joan Miró
Spanish, 1893-1983",Spain,"Possibly New York, Pierre Matisse Gallery, ""Miró: Paintings, Gouaches,"" 1941, cat. 23.

Possibly New York, Pierre Matisse Gallery, ""Miró,"" 1942, cat. 19, 20, 21 or 22, as Pastel.

New York, Pierre Matisse Gallery, ""Miró: Peintures Sauvages, 1934 to 1953,"" 1958, cat. 2 (ill.).  

Art Institute of Chicago, ""Treasures of Chicago Collectors,""  1961,  n.p.

New York, Acquavella Galleries, Inc., ""Joan Miró,"" 1972, cat. 25 (ill.).  

Saint Louis, Washington University Gallery of Art, ""Joan Miró: The Development of a Sign Language,"" 1980, pp. 36, 66, fig. 28; shown only in Chicago.

Chicago, Museum of Contemporary Art, ""Dada and Surrealism in Chicago Collections,"" 1984–1985, p. 199 and pl. 45.  

Art Institute of Chicago, ""A Tribute to Edwin A. Bergman (1917–1986): Selections from the Lindy and Edwin Bergman Collection,"" 1986, pamphlet no. 45.  

New York, Solomon R. Guggenheim Museum, ""Joan Miró: A Retrospective,"" 1987, cat. 78 (ill.) and p. 153.",56.5362,Prints and Drawings,Joan Miró,,pastel
